x_des,y_des,psi_des
-2.499999959766864954e+00,1.200000077486038208e+00,1.646453525612741275e+00
-2.499999959766864954e+00,1.200000077486038208e+00,1.646418869418078579e+00
-2.499999959766864954e+00,1.200000077486038208e+00,1.646418869418078579e+00
-2.499999959766864954e+00,1.200000077486038208e+00,1.646339289969331654e+00
-2.499999959766864954e+00,1.200000077486038208e+00,1.646240233277244558e+00
-2.499999959766864954e+00,1.200000077486038208e+00,1.646240233277244558e+00
-2.499999959766864954e+00,1.200000077486038208e+00,1.646119157912714570e+00
-2.499999959766864954e+00,1.200000077486038208e+00,1.646119157912714570e+00
-2.499999959766864954e+00,1.200000077486038208e+00,1.646033322664939957e+00
-2.499999959766864954e+00,1.200000077486038208e+00,1.646053050067600942e+00
-2.499999959766864954e+00,1.200000077486038208e+00,1.646053050067600942e+00
-2.499999959766864954e+00,1.200000077486038208e+00,1.645864772487777072e+00
-2.499999959766864954e+00,1.200000077486038208e+00,1.645864772487777072e+00
-2.499999959766864954e+00,1.200000077486038208e+00,1.645836551291064653e+00
-2.499999959766864954e+00,1.200000077486038208e+00,1.645816433919286448e+00
-2.499999959766864954e+00,1.200000077486038208e+00,1.645733008415654730e+00
-2.499999959766864954e+00,1.200000077486038208e+00,1.645716830509262874e+00
-2.499999959766864954e+00,1.200000077486038208e+00,1.645716830509262874e+00
-2.499999959766864954e+00,1.200000077486038208e+00,1.645733335389540253e+00
-2.499999959766864954e+00,1.200000077486038208e+00,1.645708773654071422e+00
-2.499999959766864954e+00,1.200000077486038208e+00,1.645738695042730848e+00
-2.499999959766864954e+00,1.200000077486038208e+00,1.645738695042730848e+00
-2.499999959766864954e+00,1.200000077486038208e+00,1.645738695042730848e+00
-2.499999959766864954e+00,1.200000077486038208e+00,1.645724043299959138e+00
-2.499999959766864954e+00,1.200000077486038208e+00,1.645785630690165702e+00
