x,y,yaw
2.592886924743652344e+00,-1.370364665985107422e+00,-1.589932800704997762e+00
2.588498115539550781e+00,-1.370176553726196289e+00,-1.506517041480025743e+00
2.585392713546752930e+00,-1.370741486549377441e+00,-1.437939260598874558e+00
2.583042144775390625e+00,-1.370697140693664551e+00,-1.393732689059715257e+00
2.581224441528320312e+00,-1.371316671371459961e+00,-1.356687877763181671e+00
2.580281496047973633e+00,-1.371440887451171875e+00,-1.332934754396640997e+00
2.579044103622436523e+00,-1.372030496597290039e+00,-1.307461984877140271e+00
2.578051805496215820e+00,-1.375028610229492188e+00,-1.276615415165803347e+00
2.582158565521240234e+00,-1.391672134399414062e+00,-1.252722150545046542e+00
2.590643167495727539e+00,-1.418724656105041504e+00,-1.235981861497082779e+00
2.597046136856079102e+00,-1.437345504760742188e+00,-1.234910729685202213e+00
2.607654571533203125e+00,-1.467706561088562012e+00,-1.231256727704099330e+00
2.616240024566650391e+00,-1.492720961570739746e+00,-1.229619134466980013e+00
2.622879266738891602e+00,-1.511607766151428223e+00,-1.229235782466153726e+00
2.629123926162719727e+00,-1.529243469238281250e+00,-1.228496511785521106e+00
2.635721206665039062e+00,-1.546625018119812012e+00,-1.231773681645881524e+00
2.639546394348144531e+00,-1.559326171875000000e+00,-1.221644736600289605e+00
2.643648862838745117e+00,-1.570585012435913086e+00,-1.223731753942401079e+00
2.646449089050292969e+00,-1.579038381576538086e+00,-1.221742315268764312e+00
2.650084495544433594e+00,-1.589606642723083496e+00,-1.217855896940753357e+00
2.652807950973510742e+00,-1.597489714622497559e+00,-1.216178708203521586e+00
2.655429124832153320e+00,-1.604580998420715332e+00,-1.214659298065760229e+00
2.659218788146972656e+00,-1.610835313796997070e+00,-1.237266178370333147e+00
2.664649486541748047e+00,-1.612963318824768066e+00,-1.328691764183416391e+00
2.670258045196533203e+00,-1.612558960914611816e+00,-1.449269199352712478e+00
2.679954528808593750e+00,-1.612609982490539551e+00,-1.644913782259296964e+00
2.687849283218383789e+00,-1.613649487495422363e+00,-1.799953198004482058e+00
2.694162607192993164e+00,-1.615761518478393555e+00,-1.944740144433523277e+00
2.700344085693359375e+00,-1.618586182594299316e+00,-2.077824719305660928e+00
2.704857110977172852e+00,-1.622348070144653320e+00,-2.196239686009263004e+00
2.707645177841186523e+00,-1.624430537223815918e+00,-2.258709480307818929e+00
2.709559679031372070e+00,-1.626230001449584961e+00,-2.321807763924734758e+00
2.710797309875488281e+00,-1.627547025680541992e+00,-2.360626030482334325e+00
2.712987422943115234e+00,-1.629409551620483398e+00,-2.417961523531181101e+00
2.713531970977783203e+00,-1.630575180053710938e+00,-2.440484836634272625e+00
2.714374780654907227e+00,-1.631637573242187500e+00,-2.470323457671948830e+00
2.713140726089477539e+00,-1.634364843368530273e+00,-2.503846239273574970e+00
2.704027652740478516e+00,-1.641652464866638184e+00,-2.518080634013490027e+00
2.680332660675048828e+00,-1.659057855606079102e+00,-2.536317419967179632e+00
2.660074710845947266e+00,-1.673182249069213867e+00,-2.539908863082226631e+00
2.637239933013916016e+00,-1.688829421997070312e+00,-2.540086409595158301e+00
2.618559598922729492e+00,-1.701624274253845215e+00,-2.538524803059410306e+00
2.599341869354248047e+00,-1.714880943298339844e+00,-2.536704523323520810e+00
2.584912538528442383e+00,-1.724384307861328125e+00,-2.533233230922057988e+00
2.574170112609863281e+00,-1.731963157653808594e+00,-2.532666252627459258e+00
2.562983274459838867e+00,-1.739572167396545410e+00,-2.528959645698322323e+00
2.561200141906738281e+00,-1.740650653839111328e+00,-2.528892537398796048e+00
2.542486906051635742e+00,-1.753415465354919434e+00,-2.525250594105309609e+00
2.533663749694824219e+00,-1.759516239166259766e+00,-2.523304623105371736e+00
2.526055574417114258e+00,-1.764610171318054199e+00,-2.517233237446514948e+00
2.520243644714355469e+00,-1.768414616584777832e+00,-2.513251247390363652e+00
2.514746665954589844e+00,-1.772240281105041504e+00,-2.510780030137234498e+00
2.512849330902099609e+00,-1.774567842483520508e+00,-2.524057388305195548e+00
2.514478206634521484e+00,-1.778804063796997070e+00,-2.620909726434283549e+00
2.515864372253417969e+00,-1.781706213951110840e+00,-2.687857467219235019e+00
2.517256975173950195e+00,-1.785027503967285156e+00,-2.761753350529541962e+00
2.517699480056762695e+00,-1.787177324295043945e+00,-2.803379170700498246e+00
2.518615245819091797e+00,-1.789319634437561035e+00,-2.852591539332349768e+00
2.519133090972900391e+00,-1.790591716766357422e+00,-2.882959885257464716e+00
2.519635438919067383e+00,-1.791645765304565430e+00,-2.907199055540693244e+00
2.519824743270874023e+00,-1.792908906936645508e+00,-2.931402091338207505e+00
2.518819332122802734e+00,-1.794584155082702637e+00,-2.962297916064590364e+00
2.499891281127929688e+00,-1.798698067665100098e+00,-2.987111427547671116e+00
2.481053113937377930e+00,-1.801809430122375488e+00,-2.997217480532907707e+00
2.457232475280761719e+00,-1.805436730384826660e+00,-3.002202785120801298e+00
2.421044826507568359e+00,-1.809787154197692871e+00,-3.000613028972991980e+00
2.398593664169311523e+00,-1.812897324562072754e+00,-2.993503871758870005e+00
2.378986835479736328e+00,-1.815735816955566406e+00,-2.996304604975648989e+00
2.359422445297241211e+00,-1.817952752113342285e+00,-2.993735467459511579e+00
2.344911575317382812e+00,-1.820353269577026367e+00,-2.994323329149417123e+00
2.331115722656250000e+00,-1.822111606597900391e+00,-2.998246384275885745e+00
2.320148706436157227e+00,-1.823566675186157227e+00,-2.994250823282259333e+00
2.309363603591918945e+00,-1.825266957283020020e+00,-2.993785223734116485e+00
2.298772096633911133e+00,-1.826615333557128906e+00,-2.983797497355976880e+00
