x_des,y_des,psi_des
3.300281340627146065e+00,-1.400006803179034254e+00,-1.682473790442026385e+00
3.300281340627146065e+00,-1.400006803179034254e+00,-1.677642114683050911e+00
3.300281340627146065e+00,-1.400006803179034254e+00,-1.673672634496524925e+00
3.300281340627146065e+00,-1.400006803179034254e+00,-1.671448230716462868e+00
3.300281340627146065e+00,-1.400006803179034254e+00,-1.668819668141562129e+00
3.300281340627146065e+00,-1.400006803179034254e+00,-1.669738687490978313e+00
3.300281340627146065e+00,-1.400006803179034254e+00,-1.669832813666294991e+00
3.300281340627146065e+00,-1.400006803179034254e+00,-1.669311944001201642e+00
3.300281340627146065e+00,-1.400006803179034254e+00,-1.664454902562456429e+00
3.300281340627146065e+00,-1.400006803179034254e+00,-1.662206880501438944e+00
3.300281340627146065e+00,-1.400006803179034254e+00,-1.661424182059860089e+00
3.300281340627146065e+00,-1.400006803179034254e+00,-1.655089335612530910e+00
3.300281340627146065e+00,-1.400006803179034254e+00,-1.656703859017932379e+00
3.368595563318066421e+00,-1.640492077111005642e+00,-1.366811318937721342e+00
3.368595563318066421e+00,-1.640492077111005642e+00,-1.356495390771659260e+00
3.368595563318066421e+00,-1.640492077111005642e+00,-1.349849725569407743e+00
3.368595563318066421e+00,-1.640492077111005642e+00,-1.339895991518865959e+00
3.368595563318066421e+00,-1.640492077111005642e+00,-1.328341691278570380e+00
3.368595563318066421e+00,-1.640492077111005642e+00,-1.321050954611774131e+00
3.368595563318066421e+00,-1.640492077111005642e+00,-1.314734273643101803e+00
3.368595563318066421e+00,-1.640492077111005642e+00,-1.307755002802842181e+00
3.368595563318066421e+00,-1.640492077111005642e+00,-1.303693829227380752e+00
3.368595563318066421e+00,-1.640492077111005642e+00,-1.300525712465056660e+00
3.368595563318066421e+00,-1.640492077111005642e+00,-1.294467847407826167e+00
3.368595563318066421e+00,-1.640492077111005642e+00,-1.288879349558486931e+00
3.368595563318066421e+00,-1.640492077111005642e+00,-1.286468428550412879e+00
3.368595563318066421e+00,-1.640492077111005642e+00,-1.286487443602799097e+00
3.368595563318066421e+00,-1.640492077111005642e+00,-1.287790456848966203e+00
3.368595563318066421e+00,-1.640492077111005642e+00,-1.289387768428916115e+00
3.368595563318066421e+00,-1.640492077111005642e+00,-1.292071622844899181e+00
3.368595563318066421e+00,-1.640492077111005642e+00,-1.294186584095219805e+00
3.368595563318066421e+00,-1.640492077111005642e+00,-1.295318765694911445e+00
3.368595563318066421e+00,-1.640492077111005642e+00,-1.296714024222924921e+00
3.368595563318066421e+00,-1.640492077111005642e+00,-1.299346530520457010e+00
3.368595563318066421e+00,-1.640492077111005642e+00,-1.302117252518684376e+00
3.368595563318066421e+00,-1.640492077111005642e+00,-1.304500303131124417e+00
3.368595563318066421e+00,-1.640492077111005642e+00,-1.308720039425216530e+00
3.186622825180781327e+00,-1.811915303585188930e+00,-2.193977401496889357e+00
3.186622825180781327e+00,-1.811915303585188930e+00,-2.213045155623130089e+00
3.186622825180781327e+00,-1.811915303585188930e+00,-2.234230672597439238e+00
3.186622825180781327e+00,-1.811915303585188930e+00,-2.258094836863561827e+00
3.186622825180781327e+00,-1.811915303585188930e+00,-2.276909533996525514e+00
3.186622825180781327e+00,-1.811915303585188930e+00,-2.290006633178904405e+00
3.186622825180781327e+00,-1.811915303585188930e+00,-2.312784375794074698e+00
3.186622825180781327e+00,-1.811915303585188930e+00,-2.338486028830052188e+00
3.186622825180781327e+00,-1.811915303585188930e+00,-2.360034658838474186e+00
3.186622825180781327e+00,-1.811915303585188930e+00,-2.373081509886971752e+00
3.186622825180781327e+00,-1.811915303585188930e+00,-2.381946317554627157e+00
3.186622825180781327e+00,-1.811915303585188930e+00,-2.383566762180950871e+00
3.186622825180781327e+00,-1.811915303585188930e+00,-2.393062762544079458e+00
3.186622825180781327e+00,-1.811915303585188930e+00,-2.396694597166772578e+00
3.186622825180781327e+00,-1.811915303585188930e+00,-2.400831657524673979e+00
3.186622825180781327e+00,-1.811915303585188930e+00,-2.404716433646918894e+00
3.186622825180781327e+00,-1.811915303585188930e+00,-2.409383123238269864e+00
3.186622825180781327e+00,-1.811915303585188930e+00,-2.412788819762243353e+00
3.186622825180781327e+00,-1.811915303585188930e+00,-2.411962116419635649e+00
3.186622825180781327e+00,-1.811915303585188930e+00,-2.407541202591584995e+00
3.186622825180781327e+00,-1.811915303585188930e+00,-2.405204685002663378e+00
